Market_Cap,Name,Price,Rank,Volume,Link,Circulating_Supply,value1,value3,Symbol,value2
"
$408,085
",AB-Chain RTB,$0.036109,"
1017
","$7,337",/currencies/ab-chain-rtb/,"11,301,455",0.72%,31.24%,RTB,3.54%
"
$407,220
",Leadcoin,$0.000519,"
1018
","$11,461",/currencies/leadcoin/,"784,399,592",-0.27%,-9.30%,LDC,1.33%
"
$403,313
",MicroMoney,$0.031722,"
1019
","$22,152",/currencies/micromoney/,"12,714,151",8.77%,1.15%,AMM,7.24%
"
$395,100
",Creativecoin,$0.023311,"
1020
",$983,/currencies/creativecoin/,"16,949,204",1.06%,-9.08%,CREA,-5.59%
"
$390,356
",BitRewards,$0.001275,"
1021
","$64,532",/currencies/bitrewards/,"306,161,910",0.24%,-21.35%,BIT,-7.39%
"
$380,867
",Blocknode,$0.005074,"
1022
","$5,572",/currencies/blocknode/,"75,069,319",-0.81%,62.62%,BND,51.91%
"
$379,269
",CFun,$0.000883,"
1023
","$61,856",/currencies/cfun/,"429,429,737",-2.87%,-18.93%,CFUN,-6.29%
"
$377,896
",bitJob,$0.007866,"
1024
","$42,549",/currencies/student-coin/,"48,043,991",0.25%,14.65%,STU,7.25%
"
$377,333
",XGOX,$0.000159,"
1025
","$2,171",/currencies/xgox/,"2,379,530,425",0.73%,20.96%,XGOX,13.21%
"
$376,951
",Kolion,$0.538099,"
1026
","$9,216",/currencies/kolion/,"700,524",-1.30%,7.23%,KLN,-3.41%
"
$374,802
",Tokia,$0.008895,"
1027
","$151,809",/currencies/tokia/,"42,135,421",-0.89%,-17.90%,TKA,-0.04%
"
$362,958
",More Coin,$0.181479,"
1028
","$3,233",/currencies/more-coin/,"2,000,000",0.07%,10.78%,MORE,-14.27%
"
$362,929
",Aditus,$0.001550,"
1029
","$121,584",/currencies/aditus/,"234,110,888",8.80%,-19.68%,ADI,3.30%
"
$362,168
",Auxilium,$0.003737,"
1030
","$5,662",/currencies/auxilium/,"96,902,948",0.42%,-45.21%,AUX,19.78%
"
$361,993
",CampusCoin,$0.000710,"
1031
","$1,517",/currencies/campuscoin/,"509,961,108",0.23%,-13.10%,CMPCO,-7.86%
"
$361,286
",Soma,$0.048739,"
1032
","$166,010",/currencies/soma/,"7,412,676",0.30%,-22.68%,SCT,-11.23%
"
$360,739
",Innova,$0.076777,"
1033
",$912,/currencies/innova/,"4,698,512",-3.57%,-17.95%,INN,2.83%
"
$359,716
",Jesus Coin,$0.000020,"
1034
","$15,434",/currencies/jesus-coin/,"17,979,550,689",0.44%,50.95%,JC,38.58%
"
$348,328
",Cazcoin,$0.010443,"
1035
","$2,453",/currencies/cazcoin/,"33,356,737",0.57%,117.85%,CAZ,-1.60%
"
$344,044
",Gainer,$0.035431,"
1036
","$1,145",/currencies/gainer/,"9,710,146",-2.14%,-3.56%,GNR,6.34%
"
$338,134
",Mao Zedong,$0.053725,"
1037
",$538,/currencies/mao-zedong/,"6,293,831",0.22%,-2.25%,MAO,1.62%
"
$337,671
",Veros,$0.018460,"
1038
","$27,448",/currencies/veros/,"18,291,560",-2.40%,75.24%,VRS,2.59%
"
$334,830
",Mindexcoin,$0.021445,"
1039
","$3,271",/currencies/mindexcoin/,"15,613,692",-2.77%,-69.78%,MIC,-16.06%
"
$332,395
",Equal,$0.000855,"
1040
","$9,231",/currencies/equal/,"388,640,477",0.47%,-6.86%,EQL,8.15%
"
$330,642
",EZToken,$0.028739,"
1041
","$14,864",/currencies/eztoken/,"11,505,000",0.23%,-2.57%,EZT,?
"
$326,403
",Adzcoin,$0.007349,"
1042
",$806,/currencies/adzcoin/,"44,413,835",0.34%,-10.71%,ADZ,-6.10%
"
$325,471
",Bitsum,$0.000318,"
1043
","$10,266",/currencies/bitsum/,"1,022,372,624",-0.71%,133.41%,BSM,-13.01%
"
$325,097
",Advanced Tech...,$0.012928,"
1044
","$11,685",/currencies/arcticcoin/,"25,146,629",-0.70%,7.54%,ARC,1.04%
"
$324,185
",SagaCoin,$0.058503,"
1045
","$3,728",/currencies/sagacoin/,"5,541,326",2.37%,-45.26%,SAGA,-15.06%
"
$323,102
",PeepCoin,$0.000012,"
1046
","$3,730",/currencies/peepcoin/,"26,925,879,581",-1.10%,10.84%,PCN,-17.25%
"
$321,519
",Zetacoin,$0.001905,"
1047
","$36,844",/currencies/zetacoin/,"168,784,698",-1.83%,5.49%,ZET,-10.02%
"
$320,980
",APR Coin,$0.071928,"
1048
","$12,832",/currencies/apr-coin/,"4,462,551",0.22%,-10.55%,APR,-11.87%
"
$320,862
",ZINC,$0.060880,"
1049
","$2,888",/currencies/zinc/,"5,270,406",0.21%,-1.56%,ZINC,-4.39%
"
$319,938
",Rupaya,$0.008540,"
1050
","$2,113",/currencies/rupaya/,"37,461,322",5.93%,-26.04%,RUPX,-9.22%
"
$319,908
",Blocklancer,$0.002663,"
1051
","$2,322",/currencies/blocklancer/,"120,140,384",0.13%,35.64%,LNC,-1.27%
"
$318,082
",ZCore,$0.163416,"
1052
","$1,321",/currencies/zcore/,"1,946,450",0.23%,51.22%,ZCR,-10.38%
"
$316,413
",TrumpCoin,$0.047915,"
1053
","$4,051",/currencies/trumpcoin/,"6,603,671",-0.90%,-11.10%,TRUMP,9.76%
"
$316,297
",Newton Coin P...,$0.000004,"
1054
","$2,246",/currencies/newton-coin-project/,"87,314,452,707",-7.11%,-10.81%,NCP,15.37%
"
$314,413
",Coinlancer,$0.004449,"
1055
","$4,730",/currencies/coinlancer/,"70,666,779",-5.32%,-28.97%,CL,-0.20%
"
$311,330
",BriaCoin,$0.418774,"
1056
","$4,399",/currencies/briacoin/,"743,431",86.62%,16.61%,BRIA,71.33%
"
$310,731
",Xchange,$0.103378,"
1057
","$4,443",/currencies/xchange/,"3,005,773",-11.49%,-44.59%,XCG,-27.90%
"
$308,586
",HUZU,$0.245426,"
1058
","$2,218",/currencies/huzu/,"1,257,345",0.29%,-40.61%,HUZU,-23.83%
"
$306,056
",Giant,$0.149848,"
1059
","$1,458",/currencies/giant-coin/,"2,042,447",-15.18%,-16.19%,GIC,-9.74%
"
$305,305
",Birake,$0.030007,"
1060
","$15,781",/currencies/birake/,"10,174,600",9.82%,-53.85%,BIR,-30.02%
"
$305,101
",Kalkulus,$0.024079,"
1061
","$13,811",/currencies/kalkulus/,"12,670,615",-16.56%,-40.02%,KLKS,-9.28%
"
$302,877
",Beetle Coin,$0.001907,"
1062
","$9,143",/currencies/beetle-coin/,"158,793,955",-3.69%,-2.17%,BEET,3.68%
"
$299,160
",AceD,$0.130596,"
1063
","$7,084",/currencies/aced/,"2,290,728",17.65%,125.93%,ACED,94.58%
"
$297,326
",Fox Trading,$0.042294,"
1064
","$277,227",/currencies/fox-trading/,"7,030,000",0.17%,6.71%,FOXT,1.27%
"
$294,827
",Suretly,$1.33,"
1065
","$16,887",/currencies/suretly/,"221,990",0.30%,-10.24%,SUR,-3.99%
"
$289,708
",Bitcoinus,$0.006541,"
1066
","$97,620",/currencies/bitcoinus/,"44,294,348",-2.24%,?,BITS,-6.26%
"
$288,549
",Bitcoin Adult,$0.013219,"
1067
",$572,/currencies/bitcoin-adult/,"21,828,120",0.22%,-34.93%,BTAD,-6.86%
"
$285,430
 ",Bitmark,$0.028670,"
1068
",$533,/currencies/bitmark/,"9,955,562",-6.18%,-0.50%,BTM,1.01%
"
 $270,935
",X-Cash,$0.000021,"
1069
","$4,314",/currencies/x-cash/,"12,734,520,627",-3.70%,-40.45%,XCASH,-16.45%
"
$269,002
",CryptoFlow,$0.009904,"
1070
","$6,939",/currencies/cryptoflow/,"27,160,903",1.38%,18.14%,CFL,8.83%
"
$261,964
",Bitradio,$0.038112,"
1071
","$1,690",/currencies/bitradio/,"6,873,542",-0.02%,14.27%,BRO,3.39%
"
$259,788
",Evimeria,$0.000017,"
1072
","$1,000",/currencies/evimeria/,"15,519,279,936",0.47%,-20.32%,EVI,-9.18%
"
$259,187
",EtherSportz,$0.052450,"
1073
",$591,/currencies/ethersportz/,"4,941,600",0.35%,-9.17%,ESZ,-4.21%
"
$255,430
",Dorado,$0.000836,"
1074
","$44,004",/currencies/dorado/,"305,583,782",2.48%,-0.53%,DOR,-0.63%
"
$255,291
",Phonecoin,$0.277657,"
1075
","$4,370",/currencies/phonecoin/,"919,449",2.31%,-49.57%,PHON,-25.40%
"
$254,752
",VikkyToken,$0.000068,"
1076
",$698,/currencies/vikkytoken/,"3,727,082,538",14.06%,-14.17%,VIKKY,11.79%
"
$251,246
",Regalcoin,$0.019630,"
1077
","$4,702",/currencies/regalcoin/,"12,799,009",0.17%,129.88%,REC,0.35%
"
$250,959
",Pure,$0.016337,"
1078
",$618,/currencies/purex/,"15,361,386",0.22%,-28.19%,PUREX,-8.98%
"
$248,143
",Sugar Exchange,$0.012741,"
1079
",$870,/currencies/sugar-exchange/,"19,476,187",0.23%,-30.41%,SGR,-11.16%
"
$245,279
",TrustPlus,$0.007038,"
1080
","$1,698",/currencies/trustplus/,"34,848,446",0.22%,-25.43%,TRUST,-1.06%
"
$243,109
",PKG Token,$0.000027,"
1081
","$7,464",/currencies/pkg-token/,"8,969,257,745",-0.66%,-16.56%,PKG,1.73%
"
$235,039
",BitBar,$6.02,"
1082
",$529,/currencies/bitbar/,"39,023",0.22%,12.26%,BTB,6.56%
"
$231,147
",Viuly,$0.000245,"
1083
",$559,/currencies/viuly/,"945,047,512",0.38%,-43.44%,VIU,-8.07%
"
$228,592
",TEAM (TokenSt...,$0.021589,"
1084
","$18,685",/currencies/tokenstars/,"10,588,325",4.47%,17.36%,TEAM,-7.61%
"
$227,766
",Cashcoin,$0.004777,"
1085
","$270,855",/currencies/cashcoin/,"47,675,905",0.26%,47.39%,CASH,82.82%
"
$227,369
",Quantis Network,$0.083594,"
1086
","$2,106",/currencies/quantis-network/,"2,719,905",0.56%,-34.60%,QUAN,-3.86%
"
$227,044
",Transcodium,$0.004491,"
1087
","$162,594",/currencies/transcodium/,"50,553,571",-5.56%,-28.96%,TNS,-3.81%
"
$225,777
",CatoCoin,$0.128665,"
1088
","$1,781",/currencies/catocoin/,"1,754,762",0.47%,-3.83%,CATO,-0.92%
"
$222,996
",VoteCoin,$0.005548,"
1089
","$4,600",/currencies/votecoin/,"40,195,875",3.83%,42.25%,VOT,-4.31%
"
$222,400
",SmartFox,$0.453547,"
1090
","$17,444",/currencies/smartfox/,"490,357",3.81%,-79.62%,FOX,3.85%
"
$220,629
",XDNA,$0.114373,"
1091
","$8,891",/currencies/xdna/,"1,929,035",-1.39%,2.57%,XDNA,3.31%
"
$218,994
",Deutsche eMark,$0.005214,"
1092
",$732,/currencies/deutsche-emark/,"41,997,618",-1.68%,-23.45%,DEM,-2.10%
"
$218,473
",Magi,$0.026777,"
1093
","$3,552",/currencies/magi/,"8,158,852",1.20%,-23.17%,XMG,-1.31%
"
$215,709
",Iridium,$0.016098,"
1094
","$4,302",/currencies/iridium/,"13,399,938",10.22%,?,IRD,25.40%
"
$214,673
",ArbitrageCT,$0.002379,"
1095
","$2,354",/currencies/arbitragect/,"90,236,230",0.22%,34.58%,ARCT,0.52%
"
$213,910
",BitStation,$0.000059,"
1096
",$733,/currencies/bitstation/,"3,604,185,603",0.25%,-1.01%,BSTN,-4.66%
"
$212,310
 ",Pigeoncoin,$0.000196,"
1097
","$6,807",/currencies/pigeoncoin/,"1,083,705,000",-9.63%,48.23%,PGN,3.21%
"
$209,415
",Jetcoin,$0.030689,"
1098
","$21,372",/currencies/jetcoin/,"6,823,701",0.33%,-16.16%,JET,-0.83%
"
$206,197
",Authorship,$0.002063,"
1099
","$1,987",/currencies/authorship/,"99,971,428",-13.24%,-17.44%,ATS,5.18%
"
$205,797
",Bitcoin Fast,$0.012398,"
1100
",$521,/currencies/bitcoinfast/,"16,599,206",0.22%,14.87%,BCF,0.98%
"
$200,421
",CarTaxi Token,$0.005020,"
1101
","$7,602",/currencies/cartaxi-token/,"39,928,144",8.00%,32.06%,CTX,57.40%
"
$198,794
",808Coin,$3.1e-07,"
1102
","$4,111",/currencies/808coin/,"650,489,038,118",-20.89%,-55.40%,808,3.48%
"
$198,550
",IQ.cash,$0.065931,"
1103
","$1,402",/currencies/iqcash/,"3,011,463",1.46%,-34.78%,IQ,-14.01%
"
$198,040
",ProCurrency,$0.001982,"
1104
",$805,/currencies/procurrency/,"99,942,775",-1.15%,14.25%,PROC,6.96%
"
$196,984
",SpreadCoin,$0.018273,"
1105
","$7,138",/currencies/spreadcoin/,"10,779,945",-6.95%,-59.03%,SPR,0.05%
"
$191,333
",IXTUS Edutain...,$0.036446,"
1106
","$1,026,146",/currencies/ixtus-edutainment/,"5,249,708",0.38%,?,IXE,-7.72%
"
$187,605
",Sola Token,$0.006566,"
1107
","$1,818",/currencies/sola-token/,"28,573,775",-1.15%,-8.54%,SOL,-5.07%
"
$183,025
",ZeusCrowdfunding,$0.000001,"
1108
","$5,909",/currencies/zeuscrowdfunding/,"139,759,503,186",-5.03%,-2.76%,ZEUS,88.67%
"
$182,123
",Knekted,$0.000911,"
1109
","$8,999",/currencies/knekted/,"200,000,000",-0.92%,1.17%,KNT,-6.53%
"
$181,132
",Zenswap Netwo...,$0.000031,"
1110
","$8,411",/currencies/zenswap-network-token/,"5,900,353,040",0.24%,?,ZNT,-8.75%
"
$177,702
",IGToken,$0.000121,"
1111
","$276,138",/currencies/igtoken/,"1,467,905,651",-0.13%,5.17%,IG,6.51%
"
$174,549
",Intelligent T...,$0.017811,"
1112
","$1,349",/currencies/intelligent-trading-foundation/,"9,799,899",-14.92%,-13.68%,ITT,-18.12%
"
$174,371
",Ratecoin,$0.001424,"
1113
","$20,258",/currencies/ratecoin/,"122,449,162",-7.64%,0.75%,XRA,-5.25%
"
$173,861
",Wisepass,$0.022647,"
1114
","$128,433",/currencies/wisepass/,"7,676,892",0.83%,167.22%,PASS,20.71%
"
$172,651
",Elysian,$0.002157,"
1115
","$87,363",/currencies/elysian/,"80,037,472",3.07%,-2.28%,ELY,2.13%
"
$171,261
",GrandCoin,$0.000194,"
1116
","$11,950",/currencies/grandcoin/,"884,125,802",0.22%,?,GDC,-23.59%
"
$170,100
",PRiVCY,$0.011817,"
1117
",$951,/currencies/privcy/,"14,394,675",-1.92%,-28.30%,PRIV,3.67%
"
$169,247
",DraftCoin,$0.021017,"
1118
","$2,947",/currencies/draftcoin/,"8,052,876",0.86%,-5.89%,DFT,0.74%
"
$165,598
",WITChain,$0.000110,"
1119
","$55,220",/currencies/witchain/,"1,500,000,000",0.28%,-19.40%,WIT,-8.15%
"
$164,306
",RouletteToken,$0.016079,"
1120
","$4,507",/currencies/roulettetoken/,"10,218,899",1.52%,-2.83%,RLT,0.50%
"
$161,655
",Vivid Coin,$0.046041,"
1121
","$4,825",/currencies/vivid-coin/,"3,511,153",0.22%,-13.40%,VIVID,-3.56%
"
$159,783
",PlatinumBAR,$0.096936,"
1122
","$1,960",/currencies/platinumbar/,"1,648,336",-3.00%,-32.29%,XPTX,-9.84%
"
$158,807
",Webchain,$0.003422,"
1123
",$958,/currencies/webchain/,"46,402,690",2.33%,-26.35%,WEB,-7.08%
"
$156,212
",BlockMesh,$0.001743,"
1124
","$1,132",/currencies/blockmesh/,"89,598,476",0.22%,5.36%,BMH,1.14%
"
$156,177
",XOVBank,$0.003348,"
1125
","$17,278",/currencies/xovbank/,"46,641,574",-0.71%,46.60%,XOV,1.93%
"
$148,251
",Tourist Token,$0.000034,"
1126
","$146,975",/currencies/tourist-token/,"4,311,732,242",-1.04%,-23.20%,TOTO,-6.37%
"
$147,894
",VIVO,$0.050719,"
1127
","$4,918",/currencies/vivo/,"2,915,964",18.99%,-37.09%,VIVO,-3.51%
"
$146,373
",BLAST,$0.004068,"
1128
",$771,/currencies/blast/,"35,980,829",0.31%,22.78%,BLAST,32.78%
"
$145,858
",Sharechain,$0.000057,"
1129
",$579,/currencies/sharechain/,"2,544,023,561",-0.93%,-7.20%,SSS,-13.58%
"
$143,105
",Unify,$0.008012,"
1130
","$2,182",/currencies/unify/,"17,860,831",0.22%,-3.65%,UNIFY,-5.59%
"
$142,786
",Crowdholding,$0.000968,"
1131
","$3,948",/currencies/crowdholding/,"147,502,516",0.25%,-13.45%,YUP,-0.49%
"
$137,394
",Rapids,$0.000080,"
1132
","$1,024",/currencies/rapids/,"1,707,052,100",-2.52%,99.97%,RPD,-9.36%
"
$134,254
",WhaleCoin,$0.013172,"
1133
","$98,303",/currencies/whalecoin/,"10,192,294",-0.91%,-10.46%,WHL,-2.64%
"
$133,775
",Printex,$0.010332,"
1134
","$1,058",/currencies/printex/,"12,948,021",0.22%,10.67%,PRTX,-7.40%
"
$132,262
",YoloCash,$0.003787,"
1135
","$44,973",/currencies/yolocash/,"34,922,056",-5.24%,199.36%,YLC,42.05%
"
$129,052
",Litecoin Plus,$0.064960,"
1136
",$811,/currencies/litecoin-plus/,"1,986,639",0.52%,-16.21%,LCP,6.72%
"
$127,035
",Mirai,$0.046004,"
1137
","$4,841",/currencies/mirai/,"2,761,355",-0.57%,-34.58%,MRI,-7.61%
"
$122,127
",Octoin Coin,$0.300343,"
1138
","$962,263",/currencies/octoin-coin/,"406,626",0.09%,8.29%,OCC,-1.01%
"
$121,070
",EUNO,$0.015304,"
1139
",$722,/currencies/euno/,"7,911,082",0.22%,11.11%,EUNO,-3.27%
"
$119,121
",Earth Token,$0.000580,"
1140
","$25,473",/currencies/earth-token/,"205,300,250",0.23%,-6.70%,EARTH,-0.51%
"
$119,040
",BitcoiNote,$0.012489,"
1141
",$523,/currencies/bitcoinote/,"9,531,992",0.24%,4.94%,BTCN,-6.35%
"
$118,524
",Datarius Credit,$0.000928,"
1142
","$340,322",/currencies/datarius-credit/,"127,756,071",0.09%,-2.11%,DTRC,-0.51%
"
$117,655
",Wixlar,$0.038550,"
1143
","$60,285",/currencies/wixlar/,"3,052,028",0.84%,4.07%,WIX,-0.42%
"
$116,231
",Obsidian,$0.004649,"
1144
",$948,/currencies/obsidian/,"25,000,000",0.22%,-4.02%,ODN,3.36%
"
$112,025
",ELTCOIN,$0.001245,"
1145
","$2,373",/currencies/eltcoin/,"90,000,000",-1.96%,-22.92%,ELTCOIN,-9.30%
"
$111,258
",Lobstex,$0.014124,"
1146
","$15,129",/currencies/lobstex/,"7,877,021",0.30%,-28.24%,LOBS,-3.76%
"
$104,737
",Neural Protocol,$0.000014,"
1147
","$105,487",/currencies/neural-protocol/,"7,571,850,000",3.56%,-20.91%,NRP,-9.46%
"
$104,249
",DACH Coin,$0.032287,"
1148
","$2,215",/currencies/dach-coin/,"3,228,882",16.75%,19.55%,DACH,13.25%
"
$103,031
",DeltaChain,$0.000023,"
1149
","$2,743",/currencies/delta-chain/,"4,479,488,833",0.40%,2.04%,DELTA,-0.76%
"
$98,934
",Kubera Coin,$0.000865,"
1150
","$2,698",/currencies/kubera-coin/,"114,423,294",-0.69%,-18.82%,KBR,-7.29%
"
$97,291
",Havy,$0.000018,"
1151
","$1,815",/currencies/havy/,"5,424,963,990",-0.50%,-16.90%,HAVY,3.94%
"
$96,339
",PAXEX,$0.007277,"
1152
","$1,728",/currencies/paxex/,"13,239,581",-2.12%,-20.92%,PAXEX,-9.23%
"
$93,969
",Archetypal Ne...,$0.000019,"
1153
","$7,012",/currencies/archetypal-network/,"4,835,226,167",-0.71%,10.60%,ACTP,7.86%
"
$91,359
",IrishCoin,$0.002518,"
1154
","$1,553",/currencies/irishcoin/,"36,277,449",44.77%,-40.86%,IRL,-33.39%
"
$88,694
",Desire,$0.016848,"
1155
","$12,735",/currencies/desire/,"5,264,299",5.23%,-13.84%,DSR,-1.60%
"
$87,211
",Fantasy Cash,$0.018597,"
1156
","$1,029",/currencies/fantasy-cash/,"4,689,540",0.22%,24.68%,FANS,4.88%
"
 $85,384
",Simmitri,$0.095119,"
1157
","$338,915",/currencies/simmitri/,"897,653",-3.07%,811.06%,SIM,-4.72%
"
$84,823
",Bolivarcoin,$0.007041,"
1158
",$910,/currencies/bolivarcoin/,"12,046,450",0.21%,-11.51%,BOLI,-20.58%
"
$81,347
",Minereum,$0.019557,"
1159
","$1,451",/currencies/minereum/,"4,159,533",0.31%,-60.34%,MNE,-9.23%
"
$78,214
",TokenDesk,$0.007610,"
1160
","$33,709",/currencies/tokendesk/,"10,278,325",-0.08%,-2.28%,TDS,-0.76%
"
$77,111
",BrokerNekoNet...,$0.000026,"
1161
","$2,725",/currencies/brokernekonetwork/,"2,994,585,916",0.25%,-38.62%,BNN,-29.50%
"
$76,624
",Carebit,$0.000727,"
1162
",$548,/currencies/carebit/,"105,455,292",-6.85%,-24.09%,CARE,-21.97%
"
$75,945
",MCAP,$0.007240,"
1163
","$3,204",/currencies/mcap/,"10,490,000",0.30%,13.11%,MCAP,-1.79%
"
$74,728
",Creditbit,$0.004456,"
1164
","$2,520",/currencies/creditbit/,"16,771,858",-24.56%,-61.07%,CRB,12.01%
"
$71,897
",PluraCoin,$0.000323,"
1165
","$1,373",/currencies/pluracoin/,"222,685,041",-13.39%,-20.05%,PLURA,-0.94%
"
$70,133
",Mainstream Fo...,$0.000286,"
1166
","$8,244",/currencies/mainstream-for-the-underground/,"245,000,000",-1.11%,14.60%,MFTU,26.43%
"
$69,250
",Bitether,$0.002965,"
1167
","$25,921",/currencies/bitether/,"23,352,162",0.87%,0.95%,BTR,-4.39%
"
$67,956
",Ourcoin,$0.230852,"
1168
","$106,707",/currencies/ourcoin/,"294,372",48.24%,-41.96%,OUR,-5.24%
"
$67,434
",GoHelpFund,$0.021438,"
1169
","$3,747",/currencies/gohelpfund/,"3,145,499",-13.57%,?,HELP,-6.79%
"
$61,041
",Zoomba,$0.009426,"
1170
","$1,000",/currencies/zoomba/,"6,475,914",0.33%,-47.73%,ZBA,-12.25%
"
$57,713
",ACRE,$0.017564,"
1171
","$1,607",/currencies/acre/,"3,285,875",0.22%,-9.03%,ACRE,-6.84%
"
$55,345
",Steneum Coin,$0.018910,"
1172
",$873,/currencies/steneum-coin/,"2,926,779",0.40%,-0.98%,STN,-3.68%
"
$54,741
",Azart,$0.022262,"
1173
",$998,/currencies/azart/,"2,458,938",0.34%,-31.72%,AZART,30.38%
"
$49,952
",Help The Home...,$0.000129,"
1174
",$969,/currencies/help-the-homeless-coin/,"386,788,750",0.22%,-2.83%,HTH,-33.97%
"
$49,396
",CJs,$28.85,"
1175
",$584,/currencies/cjs/,"1,712",-21.48%,?,CJS,-35.11%
"
$47,283
",Gossipcoin,$0.000699,"
1176
","$1,184",/currencies/gossipcoin/,"67,660,056",0.46%,-2.07%,GOSS,-0.38%
"
$45,519
",Joint Ventures,$0.002081,"
1177
","$3,566",/currencies/joint-ventures/,"21,878,085",0.29%,-46.72%,JOINT,2.70%
"
$38,869
",Plancoin,$0.007103,"
1178
","$10,794",/currencies/plancoin/,"5,472,115",5.00%,-8.29%,PLAN,-0.94%
"
$36,753
",TajCoin,$0.003483,"
1179
","$1,861",/currencies/tajcoin/,"10,553,314",0.59%,-8.97%,TAJ,2.92%
"
$32,889
",Nyerium,$0.001891,"
1180
","$1,070",/currencies/nyerium/,"17,396,794",5.27%,4.79%,NYEX,42.82%
"
$28,599
",Californium,$0.011688,"
1181
","$1,104",/currencies/californium/,"2,446,961",0.22%,11.56%,CF,-10.35%
"
$27,060
",Qbic,$0.007027,"
1182
",$560,/currencies/qbic/,"3,850,633",1.13%,51.96%,QBIC,-37.28%
"
$25,082
",SCRIV NETWORK,$0.001014,"
1183
","$1,047",/currencies/scriv-network/,"24,744,362",-1.46%,1.71%,SCRIV,-10.87%
"
$23,099
",Thore Cash,$0.004526,"
1184
","$7,341",/currencies/thore-cash/,"5,103,311",12.63%,-3.80%,TCH,-4.11%
"
$23,080
",Ragnarok,$0.004262,"
1185
",$579,/currencies/ragnarok/,"5,415,487",0.31%,23.06%,RAGNA,-20.47%
"
$20,291
",Polcoin,$0.000258,"
1186
","$1,133",/currencies/polcoin/,"78,557,745",0.22%,-44.48%,PLC,-20.76%
"
$20,094
",Comet,$0.023021,"
1187
","$2,835",/currencies/comet/,"872,830",0.22%,-24.16%,CMT,-10.90%
"
$19,318
",Asiadigicoin,$0.000775,"
1188
","$14,206",/currencies/asiadigicoin/,"24,931,054",0.22%,5.80%,ADCN,-0.71%
"
$18,812
",Ether Kingdom...,$0.051734,"
1189
","$12,405",/currencies/ether-kingdoms-token/,"363,631",-4.68%,0.62%,IMP,-7.50%
"
$17,867
",Pioneer Coin,$0.006012,"
1190
",$670,/currencies/pioneer-coin/,"2,972,117",-6.58%,115.91%,PCOIN,-2.10%
"
$16,805
",INDINODE,$0.000098,"
1191
",$912,/currencies/indinode/,"171,775,483",-0.23%,-65.62%,XIND,-41.05%
"
$14,863
",SHADE Token,$0.000297,"
1192
","$37,319",/currencies/shade-token/,"50,001,445",0.10%,-97.60%,SHADE,-1.41%
"
$11,468
",KUN,$5.73,"
1193
","$53,103",/currencies/kun/,"2,000",0.09%,?,KUN,20.80%
"
$10,227
",StarCash Network,$0.010655,"
1194
",$559,/currencies/starcash-network/,"959,914",0.22%,?,STARS,-33.56%
"
$5,810
",PrimeStone,$0.001447,"
1195
","$4,060",/currencies/primestone/,"4,015,415",-0.87%,-39.71%,PSC,-8.97%
"
$4,700
",CrevaCoin,$0.000129,"
1196
",$720,/currencies/crevacoin/,"36,390,750",0.22%,-0.57%,CREVA,-0.94%
"
$2,061
",GeyserCoin,$0.043974,"
1197
",$567,/currencies/geysercoin/,"46,864",-2.93%,-18.72%,GSR,-25.46%
"
$623
",Bolenum,$0.000062,"
1198
","$2,408",/currencies/bolenum/,"10,000,000",-1.65%,-98.47%,BLN,-2.83%
"
$43,030,021
",Nectar,$0.522507,"
1199
",Low Vol,/currencies/nectar/,"82,353,022",0.21%,3.24%,NEC,-1.02%
"
$10,810,826
",Lykke,$0.034124,"
1200
",Low Vol,/currencies/lykke/,"316,809,739",?,?,LKK,?
"
$10,595,937
",United Trader...,$0.283773,"
1201
",Low Vol,/currencies/uttoken/,"37,339,525",0.16%,-1.47%,UTT,-2.10%
"
$9,283,660
",Linfinity,$0.034856,"
1202
",Low Vol,/currencies/linfinity/,"266,339,631",?,?,LFT,?
"
$4,195,188
",GET Protocol,$0.368378,"
1203
",Low Vol,/currencies/get-protocol/,"11,388,258",?,4.83%,GET,1.96%
"
$3,985,086
",AsiaCoin,$0.002002,"
1204
",Low Vol,/currencies/asiacoin/,"1,990,787,657",0.22%,3.79%,AC,-6.95%
"
$3,898,974
",Scorum Coins,$0.133230,"
1205
",Low Vol,/currencies/scorum-coins/,"29,265,075",-34.75%,-45.29%,SCR,-37.41%
"
$3,756,384
",Semux,$0.453432,"
1206
",Low Vol,/currencies/semux/,"8,284,344",0.22%,11.56%,SEM,-2.27%
"
$3,682,092
",TaaS,$0.452012,"
1207
",Low Vol,/currencies/taas/,"8,146,001",0.22%,-9.93%,TAAS,-1.05%
"
$3,651,380
",Russian Miner...,$2422.95,"
1208
",Low Vol,/currencies/russian-mining-coin/,"1,507",0.22%,-20.74%,RMC,-26.94%
"
$3,633,464
",APX,$5.17,"
1209
",Low Vol,/currencies/apx/,"703,179",0.22%,-5.07%,APX,-1.93%
"
$3,472,593
",Ecobit,$0.007813,"
1210
",Low Vol,/currencies/ecobit/,"444,444,444",0.22%,25.37%,ECOB,-13.15%
"
$3,264,528
",Gambit,$2.83,"
1211
",Low Vol,/currencies/gambit/,"1,154,053",-0.67%,-3.30%,GAM,-5.49%
"
$3,262,955
",Stealth,$0.108464,"
1212
",Low Vol,/currencies/stealth/,"30,083,229",2.14%,-2.43%,XST,2.93%
"
$3,216,924
",MintCoin,$0.000129,"
1213
",Low Vol,/currencies/mintcoin/,"24,947,260,808",0.18%,-2.59%,MINT,-1.11%
